Złocieniec,drawski,zachodniopomorskie,"32,28",13 331,413
Złoczew,sieradzki,łódzkie,"13,79",3389,246
Złotoryja,złotoryjski,dolnośląskie,"11,51",16 406,1425
Złotów,złotowski,wielkopolskie,"11,58",18 757,1620
Złoty Stok,ząbkowicki,dolnośląskie,"7,73",2941,380
Zwierzyniec,zamojski,lubelskie,"6,19",3342,540
Zwoleń,zwoleński,mazowieckie,"15,91",8211,516
Żabno,tarnowski,małopolskie,"11,13",4277,384
Żagań,żagański,lubuskie,"40,38",26 653,660
Żarki,myszkowski,śląskie,"25,44",4461,175
Żarów,świdnicki,dolnośląskie,"7,04",6949,987
Żary,żarski,lubuskie,"33,49",39 066,1166
Żelechów,garwoliński,mazowieckie,"12,13",4152,342
Żerków,jarociński,wielkopolskie,"2,16",2164,1002
Żmigród,trzebnicki,dolnośląskie,"9,49",6538,689
Żnin,żniński,kujawsko-pomorskie,"8,35",14 281,1710
Żory,Żory[1],śląskie,"64,64",62 052,960
Żukowo,kartuski,pomorskie,"4,73",6500,1374
Żuromin,żuromiński,mazowieckie,"11,18",9016,806
Żychlin,kutnowski,łódzkie,"8,68",8688,1001
Żyrardów,żyrardowski,mazowieckie,"14,35",41 318,2879
Żywiec,żywiecki,śląskie,"50,54",32 341,640
